tax_id,abundance,species,genus,family,order,class,phylum,clade,superkingdom,subspecies,species subgroup,species group,estimated counts,barcode,Bird,Air condition,Medium,
1353,2.48%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1619.077385,barcode87,B05,AE,CNA,
37734,13.80%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,8998.854349,barcode87,B05,AE,CNA,
1351,99.77%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,7053.082169,barcode88,B05,AE,CNAB,
1408,99.11%,Bacillus pumilus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,20672.02689,barcode89,B05,AE,CNAB,
2060307,81.47%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,15333.8557,barcode90,B05,AE,CNAB,
37734,13.15%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2474.235458,barcode90,B05,AE,CNAB,
2057791,0.65%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,123.1113621,barcode90,B05,AE,CNAB,
1353,2.41%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,453.8430897,barcode90,B05,AE,CNAB,
1351,99.69%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,6799.147279,barcode91,B05,AE,CNAB,
562,99.72%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,8939.055279,barcode92,B05,AE,BBE,
562,99.87%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,11037.01635,barcode93,B05,AE,BBE,
562,99.68%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,12966.71726,barcode94,B05,AE,BBE,
562,99.78%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,19302.49639,barcode95,B05,AE,BBE,
1353,78.82%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,12293.22421,barcode96,B06,AE,CNA,
2057791,11.07%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1725.812782,barcode96,B06,AE,CNA,
37734,7.70%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1200.840846,barcode96,B06,AE,CNA,
2060307,1.37%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,213.4991707,barcode96,B06,AE,CNA,
37734,6.26%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,708.3430983,barcode97,B06,AE,CNA,
2060307,0.70%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,79.5163902,barcode97,B06,AE,CNA,
2057791,15.57%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1760.341664,barcode97,B06,AE,CNA,
1353,76.54%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,8655.622392,barcode97,B06,AE,CNA,
37734,16.40%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,152.8878814,barcode98,B06,AE,CNA,
2060307,78.53%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,731.9321923,barcode98,B06,AE,CNA,
1353,2.35%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,21.86953835,barcode98,B06,AE,CNA,
2057791,1.41%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,13.11785822,barcode98,B06,AE,CNA,
561879,99.55%,Bacillus safensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,34308.94316,barcode99,B06,AE,CNA,
37734,11.49%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,4018.878948,barcode100,B06,AE,CNAB,
2060307,84.37%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,29520.18567,barcode100,B06,AE,CNAB,
1353,2.09%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,732.7730603,barcode100,B06,AE,CNAB,
2057791,0.37%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,128.3715894,barcode100,B06,AE,CNAB,
1353,71.50%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,5822.131426,barcode101,B06,AE,CNAB,
2057791,20.03%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1631.369162,barcode101,B06,AE,CNAB,
2060307,0.57%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,46.76500819,barcode101,B06,AE,CNAB,
37734,6.77%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,551.4369235,barcode101,B06,AE,CNAB,
37734,13.95%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1201.596258,barcode102,B06,AE,CNAB,
1353,2.59%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,222.7729926,barcode102,B06,AE,CNAB,
2060307,82.21%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,7081.473573,barcode102,B06,AE,CNAB,
2057791,0.47%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,40.46918691,barcode102,B06,AE,CNAB,
1351,86.32%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,23512.29464,barcode103,B06,AE,CNAB,
1280,13.15%,Staphylococcus aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,3581.561998,barcode103,B06,AE,CNAB,
1353,76.53%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,13386.06909,barcode104,B06,AE,CNAB,
2057791,14.34%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2508.856713,barcode104,B06,AE,CNAB,
37734,6.75%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1180.280732,barcode104,B06,AE,CNAB,
2060307,1.62%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,282.9604015,barcode104,B06,AE,CNAB,
562,99.82%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,48517.69776,barcode105,B06,AE,BBE,
562,99.76%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,27122.68704,barcode106,B06,AE,BBE,
562,99.81%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,26627.45583,barcode107,B06,AE,BBE,
562,99.87%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,27776.2793,barcode108,B06,AE,BBE,
562,99.83%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,26496.85632,barcode109,B06,AE,BBE,
562,8.83%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,542.7519061,barcode110,B01,AN,MSA,
564,0.41%,Escherichia fergusonii,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,25.40537853,barcode110,B01,AN,MSA,
584,90.43%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,5559.754674,barcode110,B01,AN,MSA,
584,88.38%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,17048.1829,barcode111,B01,AN,MSA,
562,11.30%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,2179.112655,barcode111,B01,AN,MSA,
584,99.74%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,10049.54023,barcode112,B01,AN,MSA,
584,99.74%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,14124.07418,barcode113,B01,AN,MSA,
584,99.86%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,25123.95063,barcode114,B01,AN,MSA,
584,99.78%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,16343.81294,barcode115,B01,AN,MRS,
584,99.74%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,18328.3149,barcode116,B01,AN,MRS,
562,97.16%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,12062.64818,barcode117,B01,AN,MRS,
562,89.26%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,8499.030603,barcode118,B01,AN,MRS,
584,10.41%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,990.8908282,barcode118,B01,AN,MRS,
562,92.02%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,7018.007456,barcode119,B01,AN,MRS,
584,7.71%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,587.9049868,barcode119,B01,AN,MRS,
562,92.27%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,8548.796503,barcode120,B01,AN,CNA,
44008,7.09%,Enterococcus cecorum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,657.1144302,barcode120,B01,AN,CNA,
562,99.67%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,14378.02839,barcode121,B01,AN,CNA,
1598,89.67%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,565.8261105,barcode122,B01,AN,CNA,Limosilactobacillus
47770,9.35%,Lactobacillus crispatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,59,barcode122,B01,AN,CNA,Lactobacillales
584,32.12%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,2841.28159,barcode123,B01,AN,CNA,
562,67.75%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,5992.471654,barcode123,B01,AN,CNA,
817,92.50%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,37,barcode124,B01,AN,CNAB,
562,5.00%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,2,barcode124,B01,AN,CNAB,
584,74.44%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,6559.702579,barcode125,B01,AN,CNAB,
44008,24.85%,Enterococcus cecorum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2190.079198,barcode125,B01,AN,CNAB,
562,97.99%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,16862.09415,barcode126,B01,AN,CNAB,
817,1.58%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,272.0003604,barcode126,B01,AN,CNAB,
817,99.00%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,2859.056557,barcode127,B01,AN,CNAB,
1624,97.69%,Ligilactobacillus salivarius,Ligilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1202.588285,barcode128,B01,AN,CNAB,Ligilactobacillus
562,99.79%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,16967.95902,barcode129,B01,AN,BBE,
817,98.55%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,2326.813609,barcode130,B01,AN,BBE,
562,99.76%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,4269.645624,barcode131,B01,AN,BBE,
562,99.72%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,22082.71373,barcode132,B01,AN,BBE,
584,88.55%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,8383.471419,barcode133,B02,AN,MSA,
562,11.14%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,1054.311912,barcode133,B02,AN,MSA,
562,78.78%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,10441.87345,barcode134,B02,AN,MSA,
1351,7.34%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,973.1850623,barcode134,B02,AN,MSA,
584,13.33%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,1767.377733,barcode134,B02,AN,MSA,
1351,99.41%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,3970.28771,barcode135,B02,AN,MSA,
562,77.49%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,19456.22201,barcode136,B02,AN,MSA,
1351,9.43%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2368.192194,barcode136,B02,AN,MSA,
584,12.68%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,3184.590268,barcode136,B02,AN,MSA,
584,99.75%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,27471.18315,barcode137,B02,AN,MSA,
562,85.74%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,14185.17891,barcode138,B02,AN,MRS,
584,12.61%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,2086.330094,barcode138,B02,AN,MRS,
562,98.38%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,24982.13693,barcode139,B02,AN,MRS,
562,99.79%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,16585.26322,barcode140,B02,AN,MRS,
562,99.24%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,14199.76106,barcode141,B02,AN,MRS,
562,69.91%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,47525.01331,barcode142,B02,AN,MRS,
584,28.04%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,19066.29961,barcode142,B02,AN,MRS,
562,83.17%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,3905.475639,barcode143,B02,AN,CNA,
1351,16.39%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,769.4403624,barcode143,B02,AN,CNA,
1351,82.25%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,13613.15575,barcode144,B02,AN,CNA,
584,12.69%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,2100.733196,barcode144,B02,AN,CNA,
44008,4.63%,Enterococcus cecorum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,766.9999784,barcode144,B02,AN,CNA,
562,87.00%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,16498.24417,barcode145,B02,AN,CNA,
1351,12.29%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2330.068748,barcode145,B02,AN,CNA,
562,83.97%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,22388.66762,barcode146,B02,AN,CNA,
2582830,6.55%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1745.543073,barcode146,B02,AN,CNA,
2420313,6.36%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1696.527758,barcode146,B02,AN,CNA,
1353,1.52%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,406.1254129,barcode146,B02,AN,CNA,
1351,99.83%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,826.5583205,barcode147,B02,AN,CNAB,
1351,99.84%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,3469.324327,barcode148,B02,AN,CNAB,
53442,57.34%,Eubacterium callanderi,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,483.409549,barcode149,B02,AN,CNAB,
1736,0.78%,Eubacterium limosum,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,6.590450951,barcode149,B02,AN,CNAB,
1624,40.83%,Ligilactobacillus salivarius,Ligilactobacillus ,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,344.2250822,barcode149,B02,AN,CNAB,
1351,99.85%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,15057.20299,barcode150,B02,AN,CNAB,
53442,96.80%,Eubacterium callanderi,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,590.4726561,barcode151,B02,AN,CNAB,
1736,0.74%,Eubacterium limosum,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,4.527343924,barcode151,B02,AN,CNAB,
37482,1.15%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,7,barcode151,B02,AN,CNAB,
817,98.83%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,6576.152541,barcode152,B02,AN,BBE,
562,99.90%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,24578.91793,barcode153,B02,AN,BBE,
562,99.15%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,27982.41942,barcode154,B02,AN,BBE,
562,97.41%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,22252.29488,barcode155,B02,AN,BBE,
817,2.42%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,553.4272568,barcode155,B02,AN,BBE,
562,99.23%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,18802.31466,barcode156,B02,AN,BBE,
584,74.46%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,17451.85204,barcode157,B03,AN,MSA,
2582830,5.12%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1200.727388,barcode157,B03,AN,MSA,
2420313,17.09%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,4004.88318,barcode157,B03,AN,MSA,
1353,2.61%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,612.7716664,barcode157,B03,AN,MSA,
2420313,50.97%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,173.2837523,barcode158,B03,AN,MSA,
2582830,43.57%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,148.1236229,barcode158,B03,AN,MSA,
1353,3.58%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,12.16828411,barcode158,B03,AN,MSA,
37482,1.30%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,4.424340672,barcode158,B03,AN,MSA,
2420313,42.94%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,148.5794973,barcode159,B03,AN,MSA,
